"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 02 09:36:35 CST 2023","Thu Mar 02 09:36:39 CST 2023","4533","tests_web","test_web_create_product","","","","Create Product Failed.","
    Scenario: Create Product with Invalid Value (20 Test Cases)
    Given login success
    When create product with invalid values (According to Stylish-Test Case.xlsx - ""Create Product Failed"" sheet)
    Then related alert message should be shown
    "
"passed","Thu Mar 02 09:25:51 CST 2023","Thu Mar 02 09:26:13 CST 2023","22335","tests_web","test_web_checkout","","","","Related alert message should be shown with invalid value.","
    Scenario: Checkout with invalid values (17 Test Cases)
    Given login success
    And add product to shopping cart
    When checkout with invalid value (According to Stylish-Test Case.xlsx -     Checkout with Invalid Value"" sheet)
    Then related alert message should be shown
    "
"passed","Thu Mar 02 09:36:28 CST 2023","Thu Mar 02 09:36:33 CST 2023","4326","tests_web","test_web_create_product","","","","Create Product Failed.","
    Scenario: Create Product with Invalid Value (20 Test Cases)
    Given login success
    When create product with invalid values (According to Stylish-Test Case.xlsx - ""Create Product Failed"" sheet)
    Then related alert message should be shown
    "
"passed","Thu Mar 02 09:38:29 CST 2023","Thu Mar 02 09:38:37 CST 2023","7984","tests_web","test_web_product_page","","","","Quantity Editor - Decrease Quantity.","
    Scenario: Quantity Editor - Decrease Quantity
    Given entered a product page
    And select a size of the product
    And add 8 more quantity
    When decrease 8 quantity
    Then quantity should be 1
    "
"passed","Thu Mar 02 09:28:22 CST 2023","Thu Mar 02 09:28:45 CST 2023","23034","tests_web","test_web_checkout","","","","Related alert message should be shown with invalid value.","
    Scenario: Checkout with invalid values (17 Test Cases)
    Given login success
    And add product to shopping cart
    When checkout with invalid value (According to Stylish-Test Case.xlsx -     Checkout with Invalid Value"" sheet)
    Then related alert message should be shown
    "
"passed","Thu Mar 02 09:36:14 CST 2023","Thu Mar 02 09:36:19 CST 2023","4741","tests_web","test_web_create_product","","","","Create Product Failed.","
    Scenario: Create Product with Invalid Value (20 Test Cases)
    Given login success
    When create product with invalid values (According to Stylish-Test Case.xlsx - ""Create Product Failed"" sheet)
    Then related alert message should be shown
    "
"passed","Thu Mar 02 09:19:12 CST 2023","Thu Mar 02 09:19:16 CST 2023","4512","test_api","test_order","","","","Checkout API response within invalid value and get correct response and error message",""
"passed","Thu Mar 02 09:17:42 CST 2023","Thu Mar 02 09:17:42 CST 2023","551","test_api","test_api_admin","","","","Delete product API with invalid value.",""
"passed","Thu Mar 02 09:16:38 CST 2023","Thu Mar 02 09:16:39 CST 2023","1230","test_api","test_api_admin","","","","Create product API within invalid value.",""
"passed","Thu Mar 02 09:34:26 CST 2023","Thu Mar 02 09:34:32 CST 2023","5855","tests_web","test_web_create_product","","","","Create Product Success.","
    Scenario: Create Product Success (3 Test Cases)
    Given login success
    When create product with valid values (According to Stylish-Test Case.xlsx -
        ""Create Product Success"" sheet)
    Then alert message ""Create Product Success"" should be shown
    And new product should be displayed on product list
    "
"passed","Thu Mar 02 09:25:04 CST 2023","Thu Mar 02 09:25:12 CST 2023","7918","tests_web","test_web_category","","","","Ensure Category result is fitting: ['women', 'men', 'accessories']","
    Scenario: Category Selection (3 Test Cases)
    When select a category (Women / Men / Accessories)
    Then correct products in category should be displayed.

    1. connect to DB get category and store in list
    2. Create .env to store DB connection info
    3. use browser to query and get all items
    4. Ensure all result is fitting.
    "
"passed","Thu Mar 02 09:35:32 CST 2023","Thu Mar 02 09:35:37 CST 2023","5163","tests_web","test_web_create_product","","","","Create Product Failed.","
    Scenario: Create Product with Invalid Value (20 Test Cases)
    Given login success
    When create product with invalid values (According to Stylish-Test Case.xlsx - ""Create Product Failed"" sheet)
    Then related alert message should be shown
    "
"passed","Thu Mar 02 09:37:24 CST 2023","Thu Mar 02 09:37:26 CST 2023","1966","tests_web","test_web_login","","","","Login failure with invalid email & password.","
    Scenario: Login Failed with incorrect email or password
    When member login with incorrect email / password
    Then login failed with error message
    "
"failed","Thu Mar 02 09:17:44 CST 2023","Thu Mar 02 09:17:45 CST 2023","592","test_api","test_api_admin","","","","Delete product API with invalid value.",""
"passed","Thu Mar 02 09:17:22 CST 2023","Thu Mar 02 09:17:24 CST 2023","1206","test_api","test_api_admin","","","","Create product API within invalid value.",""
"passed","Thu Mar 02 09:24:26 CST 2023","Thu Mar 02 09:24:26 CST 2023","340","test_api","test_user","","","","Alert message and expected result should be correct.",""
"passed","Thu Mar 02 09:34:17 CST 2023","Thu Mar 02 09:34:23 CST 2023","5906","tests_web","test_web_create_product","","","","Create Product Success.","
    Scenario: Create Product Success (3 Test Cases)
    Given login success
    When create product with valid values (According to Stylish-Test Case.xlsx -
        ""Create Product Success"" sheet)
    Then alert message ""Create Product Success"" should be shown
    And new product should be displayed on product list
    "
"passed","Thu Mar 02 09:20:07 CST 2023","Thu Mar 02 09:20:11 CST 2023","4546","test_api","test_order","","","","Checkout API response within invalid value and get correct response and error message",""
"failed","Thu Mar 02 09:24:15 CST 2023","Thu Mar 02 09:24:15 CST 2023","344","test_api","test_product","","","","Get accessories category fail with invalid paging.",""
"passed","Thu Mar 02 09:32:08 CST 2023","Thu Mar 02 09:32:30 CST 2023","22246","tests_web","test_web_checkout","","","","Related alert message should be shown with invalid value.","
    Scenario: Checkout with invalid values (17 Test Cases)
    Given login success
    And add product to shopping cart
    When checkout with invalid value (According to Stylish-Test Case.xlsx -     Checkout with Invalid Value"" sheet)
    Then related alert message should be shown
    "
"passed","Thu Mar 02 09:26:41 CST 2023","Thu Mar 02 09:27:04 CST 2023","22950","tests_web","test_web_checkout","","","","Related alert message should be shown with invalid value.","
    Scenario: Checkout with invalid values (17 Test Cases)
    Given login success
    And add product to shopping cart
    When checkout with invalid value (According to Stylish-Test Case.xlsx -     Checkout with Invalid Value"" sheet)
    Then related alert message should be shown
    "
"passed","Thu Mar 02 09:34:57 CST 2023","Thu Mar 02 09:35:02 CST 2023","4757","tests_web","test_web_create_product","","","","Create Product Failed.","
    Scenario: Create Product with Invalid Value (20 Test Cases)
    Given login success
    When create product with invalid values (According to Stylish-Test Case.xlsx - ""Create Product Failed"" sheet)
    Then related alert message should be shown
    "
"passed","Thu Mar 02 09:35:46 CST 2023","Thu Mar 02 09:35:51 CST 2023","4867","tests_web","test_web_create_product","","","","Create Product Failed.","
    Scenario: Create Product with Invalid Value (20 Test Cases)
    Given login success
    When create product with invalid values (According to Stylish-Test Case.xlsx - ""Create Product Failed"" sheet)
    Then related alert message should be shown
    "
"passed","Thu Mar 02 09:17:12 CST 2023","Thu Mar 02 09:17:14 CST 2023","1349","test_api","test_api_admin","","","","Create product API within invalid value.",""
"passed","Thu Mar 02 09:37:03 CST 2023","Thu Mar 02 09:37:04 CST 2023","1339","tests_web","test_web_create_product","","","","Create Product without login.","
    Scenario: Create Product without login
    When create product with valid values
    Then alert message ""Please Login first"" should be shown
    And should be redirected to login page
    "
"passed","Thu Mar 02 09:16:28 CST 2023","Thu Mar 02 09:16:29 CST 2023","1393","test_api","test_api_admin","","","","Create product API within invalid value.",""
"passed","Thu Mar 02 09:19:18 CST 2023","Thu Mar 02 09:19:23 CST 2023","4779","test_api","test_order","","","","Checkout API response within invalid value and get correct response and error message",""
"passed","Thu Mar 02 09:20:14 CST 2023","Thu Mar 02 09:20:15 CST 2023","1407","test_api","test_order","","","","Get Order API response within valid value and compare with DB result.",""
"passed","Thu Mar 02 09:30:53 CST 2023","Thu Mar 02 09:31:16 CST 2023","22657","tests_web","test_web_checkout","","","","Related alert message should be shown with invalid value.","
    Scenario: Checkout with invalid values (17 Test Cases)
    Given login success
    And add product to shopping cart
    When checkout with invalid value (According to Stylish-Test Case.xlsx -     Checkout with Invalid Value"" sheet)
    Then related alert message should be shown
    "
"passed","Thu Mar 02 09:37:16 CST 2023","Thu Mar 02 09:37:21 CST 2023","5090","tests_web","test_web_login","","","","Login and Logout Success.","
    Scenario: Login and Logout Success
    When member login with correct email and password
    Then login success and there is jwt token in local storage
    When member logout
    Then logout success
    "
"passed","Thu Mar 02 09:25:23 CST 2023","Thu Mar 02 09:25:29 CST 2023","5837","tests_web","test_web_category","","","","Ensure Category result is fitting: ['women', 'men', 'accessories']","
    Scenario: Category Selection (3 Test Cases)
    When select a category (Women / Men / Accessories)
    Then correct products in category should be displayed.

    1. connect to DB get category and store in list
    2. Create .env to store DB connection info
    3. use browser to query and get all items
    4. Ensure all result is fitting.
    "
"passed","Thu Mar 02 09:17:29 CST 2023","Thu Mar 02 09:17:30 CST 2023","1224","test_api","test_api_admin","","","","Create product API within invalid value.",""
"passed","Thu Mar 02 09:19:32 CST 2023","Thu Mar 02 09:19:37 CST 2023","4659","test_api","test_order","","","","Checkout API response within invalid value and get correct response and error message",""
"passed","Thu Mar 02 09:35:25 CST 2023","Thu Mar 02 09:35:30 CST 2023","4398","tests_web","test_web_create_product","","","","Create Product Failed.","
    Scenario: Create Product with Invalid Value (20 Test Cases)
    Given login success
    When create product with invalid values (According to Stylish-Test Case.xlsx - ""Create Product Failed"" sheet)
    Then related alert message should be shown
    "
"passed","Thu Mar 02 09:20:21 CST 2023","Thu Mar 02 09:20:22 CST 2023","1352","test_api","test_order","","","","Get Order API response within valid value and compare with DB result.",""
"passed","Thu Mar 02 09:25:01 CST 2023","Thu Mar 02 09:25:01 CST 2023","312","test_api","test_user","","","","Get profile failed and expected result should be correct.",""
"passed","Thu Mar 02 09:24:31 CST 2023","Thu Mar 02 09:24:31 CST 2023","450","test_api","test_user","","","","Alert message and expected result should be correct.",""
"passed","Thu Mar 02 09:38:58 CST 2023","Thu Mar 02 09:39:07 CST 2023","8519","tests_web","test_web_search","","","","Test Search Product: ['洋裝', '', 'Hello']","
    Scenario: Search Product By Keyword
    When search with keyword ""洋裝""
    Then all searched product title should be included ""洋裝""

    Scenario: Search Product Without Keyword
    When search with empty keyword
    Then all products should be displayed

    Scenario: Search Product - No Product Found
    When search with keyword ""Hello""
    Then no product should be displayed
    "
